IMO,Name,Flag,Type,Age,Date d'inspection,Type d'inspection,Port d'inspection,Nombre de deficienes,Detentions,,,,
9255983,BATTERSEA PARK,Liberia,Chemical tanker,15,08/08/2017,Expanded inspection,Germany - Hamburg,4,,,,,
9476537,CHINOOOK,Panama,Bulk carrier,6,08/08/2017,Initial inspection,Netherlands - Amsterdam,2,,,,,
9593842,CORINNA,Greece,Bulk carrier,5,08/08/2017,Initial inspection,United Kingdom - Immingham,3,,,,,
9186948,GAS LEGACY,Malta,Gas carrier,19,08/08/2017,Expanded inspection,Netherlands - Rotterdam,4,,,,,
8401511,JAOHAR H,Sierra Leone,General cargo/multipurpose,33,08/08/2017,Expanded inspection,Romania - Galati,5,,,,,
9558268,KN FOREST,Singapore,Bulk carrier,6,08/08/2017,More detailed inspection,United Kingdom - Hartlepool,4,,,,,
8004791,LOYGA,Belize,General cargo/multipurpose,36,08/08/2017,More detailed inspection,Greece - Larymna,6,,,,,
9263588,LURO,Netherlands,General cargo/multipurpose,15,08/08/2017,More detailed inspection,Sweden - Stenungsund,2,,,,,
8109101,MAXAL ZITA,"Tanzania, United Republic of",General cargo/multipurpose,35,08/08/2017,More detailed inspection,Russian Federation - Temryuk,18,Detention,,,,
9395202,NIAN FENG HAI,China,Bulk carrier,11,08/08/2017,More detailed inspection,Canada - Robert's Bank,4,,,,,
9489479,OPAL,Malta,Offshore supply,8,08/08/2017,Initial inspection,Italy - Trieste,1,,,,,
9515034,REGGEDIJK,Netherlands,General cargo/multipurpose,8,08/08/2017,More detailed inspection,United Kingdom - Ipswich,3,,,,,
9234422,SAGA,Saint Vincent and the Grenadines,General cargo/multipurpose,19,08/08/2017,More detailed inspection,Portugal - Lisbon,10,,,,,
9160047,SEA SHANNON,Netherlands,General cargo/multipurpose,20,08/08/2017,More detailed inspection,Belgium - Antwerpen,8,,,,,
9504035,WES CARINA,Antigua and Barbuda,Container,8,08/08/2017,Initial inspection,Ireland - Cork including Whitegate,2,,,,,
9289855,ALBERTITO,Marshall Islands,Bulk carrier,15,09/08/2017,Expanded inspection,Italy - Venice,5,,,,,
9221853,ALPHA AFOVOS,Greece,Bulk carrier,16,09/08/2017,Expanded inspection,Canada - Vancouver,5,,,,,
9393656,ANUKET JADE,Panama,Chemical tanker,10,09/08/2017,More detailed inspection,Spain - Ferrol,2,,,,,
9136840,BAKAN,Malta,General cargo/multipurpose,21,09/08/2017,More detailed inspection,Greece - Siteia,4,,,,,
9275153,BOA SUB C,Malta,Special purpose ship,15,09/08/2017,Initial inspection,Netherlands - Delfzijl,3,,,,,
7726952,DANA TRADER,Togo,General cargo/multipurpose,38,09/08/2017,Expanded inspection,Cyprus - Larnaca,20,Detention,,,,
9479541,DEEP CYGNUS,Panama,Offshore supply,9,09/08/2017,More detailed inspection,Cyprus - Larnaca,2,,,,,
9179127,DISTYA PUSHTI,India,Oil tanker,20,09/08/2017,Expanded inspection,Spain - Tarragona,13,Detention,,,,
9661223,ELECTRA,Marshall Islands,Bulk carrier,4,09/08/2017,Initial inspection,Russian Federation - Ust-Luga,1,,,,,
9300996,HIGH PROGRESS,Liberia,Chemical tanker,12,09/08/2017,Expanded inspection,Canada - Cambridge Bay,2,,,,,
9407419,LAGANBORG,Netherlands,General cargo/multipurpose,10,09/08/2017,More detailed inspection,Russian Federation - Kaliningrad,5,,,,,
9515527,LAKE KONPIRA,Panama,Bulk carrier,8,09/08/2017,More detailed inspection,Italy - Savona,6,,,,,
9458913,LONE,Antigua and Barbuda,General cargo/multipurpose,9,09/08/2017,More detailed inspection,Netherlands - Rotterdam,2,,,,,
9228590,MARIA THERESA,Denmark,Chemical tanker,17,09/08/2017,Expanded inspection,Germany - Hamburg,8,,,,,
8130875,MIGHTY SERVANT 1,Curacao,Heavy load,34,09/08/2017,Initial inspection,Netherlands - Rotterdam,2,,,,,
9681431,MORNING PRIDE,Marshall Islands,Ro-Ro cargo,3,09/08/2017,Initial inspection,Belgium - Antwerpen,1,,,,,
9360582,MULTRATUG 4,Netherlands,Tug,11,09/08/2017,More detailed inspection,United Kingdom - Blyth,5,,,,,
9523469,OLVIA,Cyprus,Chemical tanker,8,09/08/2017,More detailed inspection,Malta - Valletta,6,,,,,
8866785,PIONEER,Russian Federation,General cargo/multipurpose,34,09/08/2017,More detailed inspection,Romania - Constanta,6,,,,,
9523237,RADES,Tunisia,General cargo/multipurpose,9,09/08/2017,More detailed inspection,Croatia - Split,12,Detention,,,,
9592575,REGGEBORG,Netherlands,General cargo/multipurpose,7,09/08/2017,More detailed inspection,Russian Federation - Murmansk,2,,,,,
9216999,RIO BARROW,Liberia,Container,17,09/08/2017,More detailed inspection,France - Le Havre (GPM),3,,,,,
9053830,RUKIA IV,Comoros,General cargo/multipurpose,25,09/08/2017,Expanded inspection,Portugal - Aveiro,9,,,,,
9166871,SEA ARROW,Liberia,Bulk carrier,19,09/08/2017,Expanded inspection,Greece - Neapolis,3,,,,,
9630420,SEASPAN ELBE,Hong Kong (China),Container,3,09/08/2017,Initial inspection,Poland - Gdansk,3,,,,,
9282948,STELLAR ATLANTIC,Antigua and Barbuda,Bulk carrier,14,09/08/2017,Expanded inspection,Belgium - Antwerpen,7,,,,,
9107394,THEA II,Cyprus,Container,23,09/08/2017,More detailed inspection,United Kingdom - Liverpool,1,,,,,
8230340,VOLGO-BALT 206,Sierra Leone,General cargo/multipurpose,40,09/08/2017,More detailed inspection,Russian Federation - Rostov/Don,3,,,,,
8866826,ALEKSANDR LEBED,Panama,General cargo/multipurpose,32,10/08/2017,More detailed inspection,Russian Federation - Rostov/Don,5,,,,,
6422303,ALFERDAWI-1,Togo,Livestock carrier,53,10/08/2017,Expanded inspection,Romania - Braila,7,,,,,
8926121,ANASTASIA,Saint Vincent and the Grenadines,General cargo/multipurpose,23,10/08/2017,More detailed inspection,Greece - Larymna,6,,,,,
9427017,ASIAN PIONEER,Panama,Bulk carrier,12,10/08/2017,Expanded inspection,Canada - Vancouver,6,,,,,
9248526,CAPRI,Malta,Bulk carrier,16,10/08/2017,Expanded inspection,France - Dunkerque (GPM),2,,,,,
9766645,CASPIAN HARMONY,Hong Kong (China),General cargo/multipurpose,2,10/08/2017,More detailed inspection,Germany - Hamburg,20,Detention,,,,
9182710,CERTOUX,"Bermuda, UK",Bulk carrier,18,10/08/2017,Expanded inspection,Spain - Algeciras,2,,,,,
9295971,CMA CGM AMERICA,Cyprus,Container,11,10/08/2017,Initial inspection,Belgium - Antwerpen,3,,,,,
9144392,EMU ARROW,Bahamas,General cargo/multipurpose,21,10/08/2017,More detailed inspection,Italy - Savona,5,,,,,
8711473,GLOMAR ARCTIC,Panama,Other special activities,29,10/08/2017,Initial inspection,Netherlands - Delfzijl,1,,,,,
9385879,GRUMANT,Russian Federation,Bulk carrier,11,10/08/2017,Expanded inspection,Latvia - Ventspils,2,,,,,
6518425,LADY MARIA,"Tanzania, United Republic of",Livestock carrier,52,10/08/2017,Expanded inspection,Romania - Braila,9,,,,,
9263576,LECKO,Netherlands,General cargo/multipurpose,15,10/08/2017,Initial inspection,United Kingdom - Immingham,3,,,,,
9377688,MEDI BANGKOK,Singapore,Bulk carrier,13,10/08/2017,Expanded inspection,Canada - Vancouver,2,,,,,
9516246,MICHELLE 1,Malta,Bulk carrier,9,10/08/2017,More detailed inspection,France - Saint Malo,3,,,,,
9286449,MSC HOGGAR,Turkey,Container,15,10/08/2017,More detailed inspection,Greece - Piraeus,5,,,,,
9302762,NAVIOS TAURUS,Malta,Bulk carrier,13,10/08/2017,Expanded inspection,France - La Rochelle- La Pallice (GPM),2,,,,,
9491977,NORMAND PACIFIC,Norway,Other special activities,8,10/08/2017,More detailed inspection,United Kingdom - Larne,1,,,,,
9303077,OCEAN GLORY,Panama,Bulk carrier,12,10/08/2017,Expanded inspection,Netherlands - Vlissingen,11,,,,,
9198238,OIL TENDER 2,Saint Vincent and the Grenadines,Ro-Ro cargo,18,10/08/2017,More detailed inspection,Bulgaria - Varna,3,,,,,
8300262,OPTIMAR,Saint Vincent and the Grenadines,General cargo/multipurpose,34,10/08/2017,More detailed inspection,Sweden - Halmstad,3,,,,,
9639787,PRETTY VICTORY,Marshall Islands,Bulk carrier,4,10/08/2017,Initial inspection,United Kingdom - Liverpool,1,,,,,
7942130,SANTA III,Albania,Passenger ship,36,10/08/2017,Expanded inspection,Greece - Kerkira (Corfu),4,,,,,
8015879,SCAN FJORD,Barbados,General cargo/multipurpose,37,10/08/2017,More detailed inspection,Norway - Glomfjord,2,,,,,
9390604,SIMAR ESPERANCA,Bahamas,Offshore supply,10,10/08/2017,More detailed inspection,United Kingdom - Invergordon,2,,,,,
9384930,STAR OF SAWARA,Panama,Bulk carrier,12,10/08/2017,Expanded inspection,Germany - Hamburg,7,,,,,
9247522,TOISA PROTEUS,Liberia,Other special activities,15,10/08/2017,More detailed inspection,Canada - St. John's,6,,,,,
7211854,VERONA I,Panama,Other special activities,46,10/08/2017,More detailed inspection,Germany - Mukran,1,Detention,,,,
7610103,A.M.K.MARIN,Belize,Bulk carrier,39,11/08/2017,Expanded inspection,Greece - Larymna,3,,,,,
9060778,AASLI,"Gibraltar, UK",General cargo/multipurpose,23,11/08/2017,Initial inspection,Ireland - Waterford & Bellview,1,,,,,
8218378,ALI OSMAN E,Turkey,General cargo/multipurpose,35,11/08/2017,More detailed inspection,Greece - Nea Moudhania,2,,,,,
9050620,ARSLAN 1,Antigua and Barbuda,General cargo/multipurpose,25,11/08/2017,More detailed inspection,United Kingdom - Tyne,7,,,,,
1000617,ATLANTIC GOOSE,Marshall Islands,Commercial yacht,32,11/08/2017,More detailed inspection,Italy - Naples,3,,,,,
9252979,AZERBAIJAN,Malta,Oil tanker,14,11/08/2017,Expanded inspection,Italy - Milazzo,3,,,,,
9266308,BBC EUROPE,Antigua and Barbuda,General cargo/multipurpose,15,11/08/2017,More detailed inspection,France - Rouen (GPM),1,,,,,
9000687,CELESTYAL NEFELI,Bahamas,Passenger ship,27,11/08/2017,Expanded inspection,Greece - Rhodes,4,,,,,
9680243,CHIOS VICTORY,Greece,Bulk carrier,3,11/08/2017,Initial inspection,Netherlands - Amsterdam,1,,,,,
8410225,FASTNET NORE,Panama,Tug,32,11/08/2017,Initial inspection,Norway - Floro,1,,,,,
9388429,GAS ETHEREAL,Marshall Islands,Gas carrier,11,11/08/2017,More detailed inspection,Portugal - Aveiro,1,,,,,
9233301,GH POWER,Hong Kong (China),Bulk carrier,16,11/08/2017,Expanded inspection,Canada - Vancouver,4,,,,,
9229001,INCE PACIFIC,Turkey,Bulk carrier,16,11/08/2017,Expanded inspection,Spain - Santander,2,,,,,
9180396,IRMA,Cyprus,Bulk carrier,17,11/08/2017,Expanded inspection,Poland - Police,2,,,,,
9493975,ISABELITA,Norway,Bulk carrier,7,11/08/2017,Initial inspection,Lithuania - Klaipeda,1,,,,,
9189134,JOHANN JACOB,Liberia,Oil tanker,17,11/08/2017,Expanded inspection,Denmark - Asnaesvaerkets Havn,1,,,,,
1012646,MALAHNE,United Kingdom,Commercial yacht,81,11/08/2017,More detailed inspection,Italy - Venice,2,,,,,
9356921,MATTHEW,Portugal,Gas carrier,12,11/08/2017,Expanded inspection,Denmark - Fredericia,2,,,,,
9610652,NEW COMMANDER,Panama,Bulk carrier,5,11/08/2017,Initial inspection,Belgium - Antwerpen,2,,,,,
9579884,NEW QUZHOU,Panama,Bulk carrier,7,11/08/2017,More detailed inspection,Italy - Taranto,5,,,,,
9313008,NYK ORPHEUS,Japan,Container,9,11/08/2017,Initial inspection,Germany - Hamburg,1,,,,,
9656096,PORTO LEONE,Singapore,Bulk carrier,4,11/08/2017,More detailed inspection,United Kingdom - Gibraltar,2,,,,,
6504228,PROTECTOR,Estonia,Other special activities,52,11/08/2017,More detailed inspection,Russian Federation - Vyborg,1,,,,,
9152844,SALLY M,Panama,General cargo/multipurpose,21,11/08/2017,More detailed inspection,Bulgaria - Burgas,8,,,,,
9477309,SONGA CALABRIA,Liberia,Container,8,11/08/2017,More detailed inspection,Malta - Marsaxlokk,4,,,,,
8619003,THE TRANSPORTER,Cyprus,Oil tanker,29,11/08/2017,Expanded inspection,Malta - Valletta,2,,,,,
7724253,ULFAT,"Tanzania, United Republic of",Ro-Ro cargo,39,11/08/2017,Expanded inspection,Russian Federation - Kavkaz,9,,,,,
9673020,VIKING BRAVERY,Singapore,Ro-Ro cargo,3,11/08/2017,Initial inspection,Germany - Emden,1,,,,,
7814254,WEST STREAM,Bahamas,Chemical tanker,38,11/08/2017,Expanded inspection,Belgium - Gent,13,,,,,
5402863,CHAKRA,Saint Vincent and the Grenadines,Commercial yacht,56,12/08/2017,More detailed inspection,"Greece - Agios Nikolaos, Kriti",9,,,,,
9051791,COLD STREAM,Curacao,Refrigerated cargo,24,12/08/2017,More detailed inspection,Netherlands - Amsterdam,2,,,,,
9491410,EDT JANE,Cyprus,Offshore supply,9,12/08/2017,Initial inspection,United Kingdom - Aberdeen,5,,,,,
9741724,FALCON BAY,"Isle of Man, UK",Bulk carrier,2,12/08/2017,Initial inspection,Netherlands - Vlissingen,2,,,,,
9461154,LOWLANDS KAMSAR,Panama,Bulk carrier,7,12/08/2017,Initial inspection,Poland - Gdansk,4,,,,,
8881723,OMSKIY-135,Russian Federation,General cargo/multipurpose,29,12/08/2017,More detailed inspection,Poland - Police,10,,,,,
8959178,VOLGO-DON 207,Panama,General cargo/multipurpose,40,12/08/2017,More detailed inspection,Russian Federation - Azov,19,Detention,,,,
7116781,ABDUL M,Togo,General cargo/multipurpose,46,13/08/2017,Expanded inspection,Greece - Igoumenitsa,5,,,,,
9175157,ADRIATIC MARINER,Malta,Oil tanker,19,13/08/2017,Expanded inspection,Russian Federation - Kavkaz,2,,,,,
9557458,ATLANTIC MERLIN,Canada,Tug,8,13/08/2017,More detailed inspection,United Kingdom - Peterhead,4,,,,,
9298753,BOUBOULINA,Greece,Oil tanker,13,13/08/2017,Expanded inspection,Italy - Trieste,3,,,,,
9324332,CHEIKH EL MOKRANI,Bahamas,Gas carrier,11,13/08/2017,More detailed inspection,France - Marseille (GPM),1,,,,,
9336000,DELPHINUS,Singapore,Bulk carrier,12,13/08/2017,Expanded inspection,Latvia - Riga,1,,,,,
9641704,EISHO,Panama,Bulk carrier,5,13/08/2017,More detailed inspection,Sweden - Oxelosund,1,,,,,
9197129,FIRST BRIDGE,Belize,Bulk carrier,19,13/08/2017,Expanded inspection,Romania - Midia,2,,,,,
9299422,MAERSK BERING,Singapore,Chemical tanker,12,13/08/2017,Expanded inspection,Italy - Ravenna,3,,,,,
9137246,NARDIS,"Iran, Islamic Republic of",General cargo/multipurpose,19,13/08/2017,Initial inspection,Russian Federation - Astrakhan,3,,,,,
9109768,TARIQ IBN ZIYAD,Algeria,Ro-Ro passenger ship,23,13/08/2017,More detailed inspection,France - Marseille (GPM),1,,,,,
9086318,A RACER,Liberia,Bulk carrier,21,14/08/2017,Expanded inspection,Greece - Kalilimenes,3,,,,,
8728828,BARNET,Saint Vincent and the Grenadines,General cargo/multipurpose,28,14/08/2017,More detailed inspection,Russian Federation - Rostov/Don,3,,,,,
9537264,BBC NEPTUNE,Liberia,Bulk carrier,7,14/08/2017,More detailed inspection,Russian Federation - Saint Petersburg,2,,,,,
8008228,BELA,Panama,Other special activities,36,14/08/2017,More detailed inspection,Netherlands - Ijmuiden,27,Detention,,,,
1002718,BERZINC,Marshall Islands,Commercial yacht,40,14/08/2017,More detailed inspection,Italy - Palermo,4,,,,,
9184421,BEZA,Portugal,General cargo/multipurpose,17,14/08/2017,More detailed inspection,Ireland - Waterford & Bellview,2,,,,,
9544085,CAMELLIA BLISS,Singapore,Bulk carrier,6,14/08/2017,More detailed inspection,Canada - Vancouver,1,,,,,
9201750,COMMODORE CLIPPER,Bahamas,Ro-Ro passenger ship,18,14/08/2017,Expanded inspection,United Kingdom - Portsmouth,1,,,,,
9279044,EIDSVAAG SIRIUS,Norway,General cargo/multipurpose,15,14/08/2017,Initial inspection,Denmark - Thyboron,3,,,,,
9118678,ELEFSIS,Malta,Bulk carrier,20,14/08/2017,More detailed inspection,Russian Federation - Saint Petersburg,2,,,,,
9334351,EM KEA,Liberia,Container,10,14/08/2017,More detailed inspection,Canada - Montreal,2,,,,,
9312195,ENDEAVOR,Netherlands,Container,13,14/08/2017,Initial inspection,United Kingdom - Greenock,2,,,,,
8979817,ESMERALDA,Bahamas,Commercial yacht,36,14/08/2017,More detailed inspection,Greece - Piraeus,3,,,,,
9428425,FAGELGRACHT,Netherlands,General cargo/multipurpose,8,14/08/2017,More detailed inspection,Germany - Hamburg,8,,,,,
9512941,GLOBAL BONANZA,Panama,Bulk carrier,7,14/08/2017,More detailed inspection,Canada - Vancouver,2,,,,,
9283033,GOLBON,"Iran, Islamic Republic of",Container,13,14/08/2017,More detailed inspection,Belgium - Antwerpen,11,,,,,
9459149,IVS KINGLET,Singapore,Bulk carrier,7,14/08/2017,More detailed inspection,Germany - Bremen,2,,,,,
9423712,KAREN MAERSK,Denmark,Oil tanker,8,14/08/2017,More detailed inspection,Russian Federation - Murmansk,5,,,,,
9738052,KONKAR VENTURE,Marshall Islands,Bulk carrier,2,14/08/2017,More detailed inspection,Netherlands - Amsterdam,1,,,,,
9538763,OCEAN GEM,Marshall Islands,Bulk carrier,7,14/08/2017,More detailed inspection,Canada - Vancouver,2,,,,,
9773313,ODELMAR,Bahamas,Bulk carrier,1,14/08/2017,More detailed inspection,Belgium - Antwerpen,1,,,,,
8918605,ORAVITA,Singapore,Chemical tanker,27,14/08/2017,More detailed inspection,United Kingdom - Stanlow,1,,,,,
8209717,PEAK AMSTERDAM,Bahamas,General cargo/multipurpose,35,14/08/2017,More detailed inspection,Norway - Hellvik,3,,,,,
9598567,RIXTA OLDENDORFF,Portugal,Bulk carrier,6,14/08/2017,More detailed inspection,Netherlands - Amsterdam,8,,,,,
9588873,SEASTAR ENDURANCE,Panama,Bulk carrier,8,14/08/2017,More detailed inspection,United Kingdom - Gibraltar,3,,,,,
9409510,SONGA CHALLENGE,Marshall Islands,Chemical tanker,8,14/08/2017,Initial inspection,Belgium - Antwerpen,3,,,,,
9328522,SPAR SPICA,Norway,Bulk carrier,12,14/08/2017,Expanded inspection,Spain - Sagunto,2,,,,,
9282948,STELLAR ATLANTIC,Antigua and Barbuda,Bulk carrier,14,14/08/2017,More detailed inspection,Poland - Szczecin,4,,,,,
7352476,SWIMMER,Togo,General cargo/multipurpose,43,14/08/2017,Expanded inspection,Bulgaria - Burgas,6,,,,,
8408985,AKADEMIK LAZAREV,Russian Federation,Special purpose ship,31,15/08/2017,More detailed inspection,Norway - Kirkenes,5,,,,,
8826369,AKUA,Cook Islands,General cargo/multipurpose,28,15/08/2017,More detailed inspection,Russian Federation - Eysk,3,,,,,
9398230,ASTRID SCHULTE,Malta,Container,8,15/08/2017,Initial inspection,Italy - Gioia tauro,1,,,,,
9538945,BRIDGEGATE,Singapore,Bulk carrier,12,15/08/2017,More detailed inspection,Portugal - Leixoes,3,,,,,
9143697,CHAMPION EXPRESS,Liberia,Chemical tanker,19,15/08/2017,Expanded inspection,Netherlands - Rotterdam,1,,,,,
9333814,CHIBERTA,France,Chemical tanker,11,15/08/2017,More detailed inspection,Latvia - Riga,2,,,,,
9467263,CSCL JUPITER,Hong Kong (China),Container,6,15/08/2017,More detailed inspection,Belgium - Antwerpen,2,,,,,
9213894,EMSMOON,Antigua and Barbuda,General cargo/multipurpose,19,15/08/2017,More detailed inspection,Sweden - Kalmar,5,,,,,
9539054,EPSILON,Italy,Ro-Ro passenger ship,9,15/08/2017,More detailed inspection,Ireland - Dublin,2,,,,,
9134971,GAS TEXIANA,Marshall Islands,Gas carrier,22,15/08/2017,Expanded inspection,Netherlands - Rotterdam,6,,,,,
9473080,HARBOUR FASHION,Portugal,Chemical tanker,8,15/08/2017,More detailed inspection,Canada - Burrard Inlet,1,,,,,
6409351,HEBRIDEAN PRINCESS,United Kingdom,Passenger ship,54,15/08/2017,More detailed inspection,Norway - Stavanger,3,,,,,
9505302,HOHE BANK,"Gibraltar, UK",General cargo/multipurpose,8,15/08/2017,Initial inspection,Denmark - Esbjerg,4,,,,,
9500754,HUBERT FEDRY,Panama,Bulk carrier,6,15/08/2017,Initial inspection,United Kingdom - Port Talbot,2,,,,,
9192375,LAGUNA D.,Netherlands,Chemical tanker,19,15/08/2017,More detailed inspection,Germany - Hamburg,1,,,,,
7529641,LEONARDO,Mongolia,General cargo/multipurpose,42,15/08/2017,More detailed inspection,Russian Federation - Rostov/Don,4,Detention,,,,
8728086,ODESSIT,"Tanzania, United Republic of",General cargo/multipurpose,42,15/08/2017,More detailed inspection,Russian Federation - Azov,5,,,,,
9173513,RIX MISTRAL,Cyprus,General cargo/multipurpose,20,15/08/2017,More detailed inspection,Germany - Hamburg,10,,,,,
8862569,SOELOEVEN,Denmark,Other special activities,57,15/08/2017,Initial inspection,Germany - Cuxhaven,3,,,,,
9399533,VOLANTIS,Panama,Offshore supply,10,15/08/2017,More detailed inspection,United Kingdom - Blyth,6,,,,,
9504126,ARCTIC,Netherlands,General cargo/multipurpose,7,16/08/2017,Initial inspection,Ireland - Cork including Whitegate,1,,,,,
7392957,AEGIS I,Greece,Other special activities,43,16/08/2017,Initial inspection,Italy - Catania,1,,,,,
6708147,ARGUS,Norway,Other special activities,50,16/08/2017,More detailed inspection,Canada - Cambridge Bay,11,,,,,
8504272,ARUNDO,Saint Vincent and the Grenadines,General cargo/multipurpose,32,16/08/2017,More detailed inspection,Spain - Bilbao,4,,,,,
9007128,AURORA AF HELSINGBORG,Sweden,Ro-Ro passenger ship,26,16/08/2017,Expanded inspection,Denmark - Helsingor,1,,,,,
